id,site,article_id,article_title,block_id,block_type,slot_type,role,anchor_text,url,regions,protected
aethelgem:19:322:0,aethelgem,19,Best Jewelry & Watches in 2026: Expert-Tested Picks,322,product_card,component,,"BARTON WATCH BANDS, 18mm Navy - Rally Horween Leather Watch Bands - Integrated quick release spring bars- 316L stainless steel- Choose Strap Color & Width",https://www.amazon.com/dp/B08N5L4DQS?tag=aethelgem2026-20,,0
aethelgem:19:326:0,aethelgem,19,Best Jewelry & Watches in 2026: Expert-Tested Picks,326,product_card,component,,"BINLUN Leather Watch Band Genuine Calfskin Replacement Watch Strap Quick Release Crocodile Pattern 10 Colors 13 Sizes for Men Women（Gold Buckle, White,16MM）",https://www.amazon.com/dp/B08C7MDKB6?tag=aethelgem2026-20,,0
aethelgem:19:330:0,aethelgem,19,Best Jewelry & Watches in 2026: Expert-Tested Picks,330,product_card,component,,LN LENQIN Mens Watches Military Sport Analog Quartz Watch for Men,https://www.amazon.com/dp/B0CGX3KN95?tag=aethelgem2026-20,,0
aethelgem:19:334:0,aethelgem,19,Best Jewelry & Watches in 2026: Expert-Tested Picks,334,product_card,component,,Casio - Mens Digital Sport Watch (AE1500WH-1AV),https://www.amazon.com/dp/B08VNR3NRW?tag=aethelgem2026-20,,0
aethelgem:19:338:0,aethelgem,19,Best Jewelry & Watches in 2026: Expert-Tested Picks,338,product_card,component,,"Ldurian Custom Name Necklace, Chloe Name Plate Pendant Necklace Pre Gifts, Charm Necklaces Jewelry for Birthday Anniversary",https://www.amazon.com/dp/B08D77QG6H?tag=aethelgem2026-20,,0
aethelgem:21:364:0,aethelgem,21,Thremhoo High Contrast Baby Toys: Are These Sensory Books Worth It for Newborns?,364,product_card,component,,Black and White High Contrast Toys for Baby 0-3 3-6 months Infant Tummy Time Soft Crinkle Book Mirror Sensory Toys 0 2 4 5 6 Month Old Babies Boy Gril Newborn Development Christmas Stocking Stuffer,https://www.amazon.com/dp/B0BRKCP22W?tag=aethelgem2026-20,,0
aethelgem:11:404:0,aethelgem,11,Liscianigiochi Lisciani - Baby Memo: Lernspiel mit dicken Karten — Lohnt es sich für Kleinkinder?,404,product_card,component,,Lisciani - Baby Memo - Los Animales - Juego de Sociedad Educativo - Juego de Memoria y Reflexión - 24 Cartas - Para Niños de 1 a 4 años de edad - CAROTINA BABY,https://www.amazon.es/dp/B0843R4NGJ?tag=aethelgem2026-20,,0
aethelgem:26:455:0,aethelgem,26,Best Beauty & Health in 2026: Expert-Tested Picks,455,product_card,component,,"Welch's Fruit Snacks, Mixed Fruit & Berries 'N Cherries, Bulk Pack, Gluten Free, Individual Single Serve Bags, 22g (Pack of 72)",https://www.amazon.ca/dp/B0CK3HT32L?tag=aethelgemca-20,,0
aethelgem:26:419:0,aethelgem,26,Best Beauty & Health in 2026: Expert-Tested Picks,419,product_card,component,,"Frida Mom Witch Hazel Perineal Healing Foam for Postpartum Care, Cooling Pain Relief and Hemorrhoid Treatment, 5 Fl Oz",https://www.amazon.com/dp/B07THDSJKT?tag=aethelgem2026-20,,0
aethelgem:26:423:0,aethelgem,26,Best Beauty & Health in 2026: Expert-Tested Picks,423,product_card,component,,"Huggies Natural Care Sensitive Baby Wipes, Unscented, Hypoallergenic, 99% Purified Water, 24 Soft Packs of 56 (1344 Wipes Total)",https://www.amazon.com/dp/B0DJ3W24MV?tag=aethelgem2026-20,,0
aethelgem:26:427:0,aethelgem,26,Best Beauty & Health in 2026: Expert-Tested Picks,427,product_card,component,,"Clean Skin Club Clean Towels XL®, 100% USDA Biobased Face Towel, Disposable Face Towelette, Eczema Association Accepted, Makeup Remover Dry Wipes, Ultra Soft, 1 Pack, 50 Ct",https://www.amazon.com/dp/B07PBXXNCY?tag=aethelgem2026-20,,0
aethelgem:26:431:0,aethelgem,26,Best Beauty & Health in 2026: Expert-Tested Picks,431,product_card,component,,"Dr. Brown's Infant-to-Toddler Toothbrush, Giraffe",https://www.amazon.com/dp/B07WCBD6YC?tag=aethelgem2026-20,,0
aethelgem:27:485:0,aethelgem,27,What's Trending in Tech & Digital: March 2026 Report,485,product_card,component,,WSKEN for iPhone 17 Pro/iPhone 17 Pro Max Camera Lens Protector - [Original Shooting Mode] Shatterproof Metal HD Tempered Glass Camera Screen Protector Cover Film for iPhone Accessories,https://www.amazon.com/dp/B0FJ22PGHM?tag=aethelgem2026-20,,0
aethelgem:26:435:0,aethelgem,26,Best Beauty & Health in 2026: Expert-Tested Picks,435,product_card,component,,"Ziploc Gallon Food Storage Freezer Bags, 132ct Total, Stand-Up Bottom, Easy to Fill, 66 Count, 2 Pack, 132 Total",https://www.amazon.com/dp/B0DGNHJVLY?tag=aethelgem2026-20,,0
aethelgem:26:439:0,aethelgem,26,Best Beauty & Health in 2026: Expert-Tested Picks,439,product_card,component,,"Aveeno Baby Daily Moisture Gentle Baby Body Wash and Shampoo with Oat Extract, 2-in-1 Baby Wash & Hair Shampoo, Tear-Free, pH Balanced for Sensitive Skin & Hair, Lightly Scented, Value Size 33 Fl Oz",https://www.amazon.com/dp/B07NSBTZ22?tag=aethelgem2026-20,,0
aethelgem:26:443:0,aethelgem,26,Best Beauty & Health in 2026: Expert-Tested Picks,443,product_card,component,,"Frida Baby DermaFrida The SkinSoother Baby Bath Brush, Cradle Cap Brush for Babies, Baby Essential for Dry Skin, Cradle Cap Treatment and Eczema, 2 Pack",https://www.amazon.com/dp/B074ZJSSNB?tag=aethelgem2026-20,,0
aethelgem:28:542:0,aethelgem,28,What's Trending in Tech & Digital: March 2026 Report | UK,542,product_card,component,,"Beats Solo 4 – Wireless Bluetooth On-Ear Headphones, Apple & Android Compatible, Up to 50 hours of Battery Life – Matte Black",https://www.amazon.co.uk/dp/B0CZPMXGSH?tag=aethelgem2026-20,,0
aethelgem:26:447:0,aethelgem,26,Best Beauty & Health in 2026: Expert-Tested Picks,447,product_card,component,,"Garnier Micellar Cleansing Water 700ml, Gentle face cleanser & Make up Remover, Suitable For All Skin Types Including Sensitive Skin, Soothing Formula, Dermatologically Tested",https://www.amazon.co.uk/dp/B01M6UUOY2?tag=aethelgem2026-20,,0
aethelgem:26:451:0,aethelgem,26,Best Beauty & Health in 2026: Expert-Tested Picks,451,product_card,component,,"Organyc - 100% Organic Cotton Rounds Chemical Free, For Sensitive Skin (70 Count) - Daily Cosmetics. Beauty and Personal Care",https://www.amazon.ca/dp/B008O47ILI?tag=aethelgemca-20,,0
aethelgem:27:473:0,aethelgem,27,What's Trending in Tech & Digital: March 2026 Report,473,product_card,component,,"SANDISK 1TB Extreme Portable SSD (Old Model) - Up to 1050MB/s, USB-C, USB 3.2 Gen 2, IP65 Water and Dust Resistance, Updated Firmware - External Solid State Drive - SDSSDE61-1T00-G25",https://www.amazon.com/dp/B08GTYFC37?tag=aethelgem2026-20,,0
aethelgem:27:477:0,aethelgem,27,What's Trending in Tech & Digital: March 2026 Report,477,product_card,component,,1aTTack.de - 10x 1m cavo patch CAT6 S/FTP schermatura PIMF CAT.6 cavo di rete RJ45 cavo Ethernet DSL router LAN switch modem pannello patch - nero - 10 pezzi,https://www.amazon.it/dp/B00VC0423I?tag=aethelgemit-21,,0
aethelgem:27:481:0,aethelgem,27,What's Trending in Tech & Digital: March 2026 Report,481,product_card,component,,1aTTack.de 1m Cavo di Rete 10 colori - Cat.6 Ethernet Gigabit Lan RJ45 10 100 1000 Mbit s - Cavo Patch UTP compatibile con Cat.5 Cat.5e Cat.7 Cat.8-10 colori - 1m,https://www.amazon.it/dp/B0046SY64I?tag=aethelgemit-21,,0
aethelgem:27:489:0,aethelgem,27,What's Trending in Tech & Digital: March 2026 Report,489,product_card,component,,Logitech K120 Full Size Wired Keyboard USB Plug-and-Play Windows - Black,https://www.amazon.com/dp/B003ELVLKU?tag=aethelgem2026-20,,0
aethelgem:27:493:0,aethelgem,27,What's Trending in Tech & Digital: March 2026 Report,493,product_card,component,,"Torre Regletas Enchufes, Regleta USB 8 Tomas de AC y 4 USB Enchufe Multiple, 2500W/10A,Regleta Enchufes Proteccion Sobretension, 2M Regreltas Vertical con Interruptor para Mesa, Oficia, Casa, Negro",https://www.amazon.es/dp/B0BXWTFNKD?tag=aethelgem2026-20,,0
aethelgem:27:501:0,aethelgem,27,What's Trending in Tech & Digital: March 2026 Report,501,product_card,component,,Alex Tech 10ft - 1/2 inch Cord Protector Wire Loom Tubing Cable Sleeve Split Sleeving For USB Cable Power Cord Audio Video Cable – Protect Cat From Chewing - Black,https://www.amazon.com/dp/B07FW3GTXB?tag=aethelgem2026-20,,0
aethelgem:28:518:0,aethelgem,28,What's Trending in Tech & Digital: March 2026 Report | UK,518,product_card,component,,ELEGOO UNO R3 Super Starter Kit Compatible with Arduino,https://www.amazon.ca/dp/B01D8KOZF4?tag=aethelgemca-20,,0
aethelgem:28:522:0,aethelgem,28,What's Trending in Tech & Digital: March 2026 Report | UK,522,product_card,component,,"40W 4-Port USB Plug UK Fast Charger Dual PD Power Adapter +QC Multiport Wall Charge Head Mains Type C Fast Charging Plug for iPhone 17 16 15 14 13 12 11 Pro Max Plus, Samsung, iPad",https://www.amazon.co.uk/dp/B0FZ88T3NQ?tag=aethelgem2026-20,,0
aethelgem:28:526:0,aethelgem,28,What's Trending in Tech & Digital: March 2026 Report | UK,526,product_card,component,,"BenQ PD2705U 4K 27” Monitor for Designer, IPS, AQCOLOR, 99% sRGB, 99% Rec. 709, Delta E ≤ 3, Factory Calibrated, Uniformity, 65W USB-C, HDMI, DP, KVM, Compatible with MacBook",https://www.amazon.co.uk/dp/B096B3PBFZ?tag=aethelgem2026-20,,0
aethelgem:28:530:0,aethelgem,28,What's Trending in Tech & Digital: March 2026 Report | UK,530,product_card,component,,Logitech K400 Wireless Touch Keyboard - Black,https://www.amazon.co.uk/dp/B00XJ3LVPI?tag=aethelgem2026-20,,0
aethelgem:28:534:0,aethelgem,28,What's Trending in Tech & Digital: March 2026 Report | UK,534,product_card,component,,"BenQ MA270U 27 inch 4K 3840x2160 Monitor for MacBook Pro/Air, Dual USB-C, 90W Power Delivery, Mac Color Match, USB Hub, Brightness & Volume Control on Mac, Adjustable Stand, P3 Color Gamut",https://www.amazon.co.uk/dp/B0DFB26FD8?tag=aethelgem2026-20,,0
aethelgem:28:538:0,aethelgem,28,What's Trending in Tech & Digital: March 2026 Report | UK,538,product_card,component,,"USB Plug, Anker PowerPort mini Dual Port USB Charger, Compact Wall Charger Cube, For iPhone 15/14/13/12/11 Pro Max, Galaxy S23/S22/Note20, HTC, LG, and More",https://www.amazon.co.uk/dp/B07X1RW3RL?tag=aethelgem2026-20,,0
aethelgem:28:546:0,aethelgem,28,What's Trending in Tech & Digital: March 2026 Report | UK,546,product_card,component,,"SteelSeries Apex 3 - Gaming Keyboard - Silent Gaming Keyboard - 10-Zone RGB Illumination - IP32 Water & Dust Resistant - Premium Magnetic Wrist Rest - English QWERTY Layout , Black",https://www.amazon.co.uk/dp/B0831T7JNK?tag=aethelgem2026-20,,0
aethelgem:29:562:0,aethelgem,29,Was sich in Tech & Digital tut: Unser Trendreport für März 2026,562,product_card,component,,"Logitech MK270 Wireless Keyboard and Mouse Set, 2.4 GHz Wireless Connection via Nano USB Receiver, Long Battery Life, for Windows and ChromeOS PCs/laptops, German QWERTZ Layout - blac",https://www.amazon.de/dp/B00BCE30RS?tag=aethelgem2026-20,,0
aethelgem:29:574:0,aethelgem,29,Was sich in Tech & Digital tut: Unser Trendreport für März 2026,574,product_card,component,,Hogwarts Legacy (Playstation 4),https://www.amazon.de/dp/B0BBTQH8V6?tag=aethelgem2026-20,,0
aethelgem:29:566:0,aethelgem,29,Was sich in Tech & Digital tut: Unser Trendreport für März 2026,566,product_card,component,,LEGO Super Mario Game Boy Set da Costruzione per Adulti - Modello da Esposizione Nintendo con 2 Cartucce con Schermi Lenticolari Incluso Zelda e Stand - Regalo Retrò per i Fan dei Videogiochi - 72046,https://www.amazon.it/dp/B0DWDGVHM6?tag=aethelgemit-21,,0
aethelgem:29:570:0,aethelgem,29,Was sich in Tech & Digital tut: Unser Trendreport für März 2026,570,product_card,component,,Star Wars Jedi: Survivor | PS5 | VideoGame | Deutsch PS5 Standard Edition,https://www.amazon.de/dp/B0BLZ15MBD?tag=aethelgem2026-20,,0
aethelgem:29:578:0,aethelgem,29,Was sich in Tech & Digital tut: Unser Trendreport für März 2026,578,product_card,component,,"JBL Tune 520 BT Wireless On-Ear Kopfhörer – Mit JBL Pure Bass Sound, Bluetooth und leichtem, faltbarem Design – Bis zu 57 Stunden Musikwiedergabe – Schwarz",https://www.amazon.de/dp/B0BYWMLVG1?tag=aethelgem2026-20,,0
aethelgem:29:582:0,aethelgem,29,Was sich in Tech & Digital tut: Unser Trendreport für März 2026,582,product_card,component,,Gran Turismo 7 | Standard Edition [PlayStation 5],https://www.amazon.de/dp/B089ZKD5RL?tag=aethelgem2026-20,,0
aethelgem:29:586:0,aethelgem,29,Was sich in Tech & Digital tut: Unser Trendreport für März 2026,586,product_card,component,,"Sony WH-CH520 Wireless Bluetooth On-Ear Headphones, High Sound Quality, Lightweight Design, Up to 50 Hours Battery Life, Fast Charge, EQ, Clear Talk Quality, iOS & Android - Beige",https://www.amazon.de/dp/B0BTJ9WHL9?tag=aethelgem2026-20,,0
aethelgem:29:590:0,aethelgem,29,Was sich in Tech & Digital tut: Unser Trendreport für März 2026,590,product_card,component,,SteelSeries Apex 3 Gaming Tastatur - 10-Zonen RGB-Beleuchtung - Flüsterleise Gaming-Switches - Premium magnetische Handballenauflage - IP32 wassergeschützt - Deutsches (QWERTZ) Layout,https://www.amazon.de/dp/B083M9CBD5?tag=aethelgem2026-20,,0
aethelgem:20:610:0,aethelgem,20,"Bright Starts Oball Shaker Rattle Toy: Is This ""Rattle"" Too Quiet for Your Baby?",610,product_card,component,,"Bright Starts Oball Shaker Rattle Toy, Ages Newborn Plus",https://www.amazon.com/dp/B008J1QP7Y?tag=aethelgem2026-20,,0
aethelgem:30:629:0,aethelgem,30,Beyblade Marvel Collab: Captain America's Competitive Woes — Is Red Hulk Worth the Price of Admission?,629,product_card,component,,"Beyblade X and Marvel Collab, Captain America 4-70GB vs Red Hulk 1-80R",https://www.amazon.co.uk/dp/B0DSJL7H2T?tag=aethelgem2026-20,,0
aethelgem:31:647:0,aethelgem,31,Philips Steam Airfryer Dual Basket 5000 Series (NA550/00): Eingeschränkte Dampffunktion und großer Platzbedarf – Lohnt sich die Investition trotzdem?,647,product_card,component,,"Philips Steam Airfryer Dual Basket 5000 Series, Hot Air Fryer & Steamer in One Device, 9L 2 Baskets, RapidAir Plus Technology, 19 Cooking Functions, 90% Less Fat, Steam Cleaning (NA550/00)",https://www.amazon.de/dp/B0DKKL9152?tag=aethelgem2026-20,,0
aethelgem:32:667:0,aethelgem,32,HUGGIES Natural Care Sensitive Wipes: Do Tearing Wipes Outweigh Gentle Care?,667,product_card,component,,"Huggies Natural Care Sensitive Baby Wipes, Unscented, Hypoallergenic, 99% Purified Water, 15 Flip-Top Packs (960 Wipes Total)",https://www.amazon.ca/dp/B0BL8RWHV2?tag=aethelgemca-20,,0
aethelgem:33:685:0,aethelgem,33,"Finish Ultimate Infinity Shine: Nettoyage Éclatant, La Valeur Est-elle Au Rendez-vous ?",685,product_card,component,,"Finish Ultimate Infinity Shine Pastiglie Lavastoviglie, 160 Capsule Lavastoviglie al Limone, Pastiglie per Lavastoviglie contro lo Sporco e i Residui Incrostati Lemon",https://www.amazon.it/dp/B09HV58YR5?tag=aethelgemit-21,,0
aethelgem:34:704:0,aethelgem,34,1aTTack.de - Cavo Patch CAT6 S/FTP da 1m (Confezione da 10): La Scelta Giusta per la Tua Rete Domestica?,704,product_card,component,,1aTTack.de - 10x 1m cavo patch CAT6 S/FTP schermatura PIMF CAT.6 cavo di rete RJ45 cavo Ethernet DSL router LAN switch modem pannello patch - nero - 10 pezzi,https://www.amazon.it/dp/B00VC0423I?tag=aethelgemit-21,,0
aethelgem:35:724:0,aethelgem,35,Pedigree Dentastix para Perros Medianos: ¿Higiene dental o riesgo digestivo? — ¿Merecen la pena sus controversias?,724,product_card,component,,Pedigree Dentastix Snack Dental para la Higiene Oral de Perros Medianos (1 Pack de 56ud),https://www.amazon.es/dp/B007ZY4D0W?tag=aethelgem2026-20,,0
aethelgem:36:741:0,aethelgem,36,Best Home & Decor keys for 2026: Expert-Tested Picks,741,product_card,component,,Linbsunne Ballpoint Pens Black Medium Point 1mm Pen with Super Soft Grip Ball Point Pen for Men Women Retractable Pens (gold-12 pcs),https://www.amazon.com/dp/B0C73JDN4S?tag=aethelgem2026-20,,0
aethelgem:36:745:0,aethelgem,36,Best Home & Decor keys for 2026: Expert-Tested Picks,745,product_card,component,,"Cuisinart 15-Piece Stainless Steel Hollow Handle Block Set, C77SS-15PK",https://www.amazon.com/dp/B00GIBKC3K?tag=aethelgem2026-20,,0
aethelgem:36:749:0,aethelgem,36,Best Home & Decor keys for 2026: Expert-Tested Picks,749,product_card,component,,"Powermax 24-Count AA Batteries, Ultra Long Lasting Alkaline Battery, 10-Year Shelf Life, Reclosable Packaging",https://www.amazon.com/dp/B0BFFNZLYY?tag=aethelgem2026-20,,0
aethelgem:36:753:0,aethelgem,36,Best Home & Decor keys for 2026: Expert-Tested Picks,753,product_card,component,,"FITTDYHE Fabric Glue Permanent, 60 ML Washable Clear Clothing Glue, Super Fabric Glue for Rhinestones, Patches, Clothes, Denim, Leather, Polyester, Fabrics, Doll Repair, Flannel, Cotton",https://www.amazon.com/dp/B0CMD7TNS8?tag=aethelgem2026-20,,0
aethelgem:36:757:0,aethelgem,36,Best Home & Decor keys for 2026: Expert-Tested Picks,757,product_card,component,,"NICETOWN 100% Blackout Window Curtain Panels, Cold and Full Light Blocking Drapes with Black Liner for Nursery, 84 inches Drop Thermal Insulated Draperies (White, 2 Pieces, 52 Wide Each Panel)",https://www.amazon.com/dp/B077RPXSF3?tag=aethelgem2026-20,,0
aethelgem:36:761:0,aethelgem,36,Best Home & Decor keys for 2026: Expert-Tested Picks,761,product_card,component,,"WD-40 Specialist Silicone Lubricant with SMART STRAW SPRAYS 2 WAYS, 11 OZ",https://www.amazon.com/dp/B00631GSSI?tag=aethelgem2026-20,,0
