id,site,article_id,article_title,block_id,block_type,slot_type,role,anchor_text,url,regions,protected
sandcart:cmrn3q0m0000004l40g9nrvx9:sec1:pl,sandcart,cmrn3q0m0000004l40g9nrvx9,Top Home Essentials for 2026: Practical Picks for Modern Living,sec1,section_product_link,internal,,Durable PP Elbow Connectors,/products/5-200pcs-4-20mm-pp-elbow-connectors-aquarium-tank-fittings-a-1005001609852987,,0
sandcart:cmrn3q0m0000004l40g9nrvx9:sec2:pl,sandcart,cmrn3q0m0000004l40g9nrvx9,Top Home Essentials for 2026: Practical Picks for Modern Living,sec2,section_product_link,internal,,Safe Breakaway Cat Collar,/products/pet-breakaway-cat-collar-bow-tie-and-bell-cute-plaid-christm-1005003444569999,,0
sandcart:cmrn3q0m0000004l40g9nrvx9:sec3:pl,sandcart,cmrn3q0m0000004l40g9nrvx9,Top Home Essentials for 2026: Practical Picks for Modern Living,sec3,section_product_link,internal,,Waterproof & Heat-Resistant Grill Light,/products/portable-smart-touch-led-grill-light-lamp-for-bbq-barbecue-g-1005003263637636,,0
sandcart:cmrn3q0m0000004l40g9nrvx9:sec4:pl,sandcart,cmrn3q0m0000004l40g9nrvx9,Top Home Essentials for 2026: Practical Picks for Modern Living,sec4,section_product_link,internal,,Warm Pet Clothes for Small Dogs,/products/autumn-winter-warm-pet-dog-clothes-for-small-dogs-york-terri-1005001798935741,,0
sandcart:cmrm81uob000004kw5zy29x4a:sec0:pl,sandcart,cmrm81uob000004kw5zy29x4a,The Best Portable Fans for Summer 2026: A Specialist's Guide,sec0,section_product_link,internal,,Pet Breakaway Cat Collar for Safety,/products/pet-breakaway-cat-collar-bow-tie-and-bell-cute-plaid-christm-1005003444569999,,0
sandcart:cmrm81uob000004kw5zy29x4a:sec1:pl,sandcart,cmrm81uob000004kw5zy29x4a,The Best Portable Fans for Summer 2026: A Specialist's Guide,sec1,section_product_link,internal,,Durable PP Elbow Connectors for Hoses,/products/5-200pcs-4-20mm-pp-elbow-connectors-aquarium-tank-fittings-a-1005001609852987,,0
sandcart:cmrm81uob000004kw5zy29x4a:sec2:pl,sandcart,cmrm81uob000004kw5zy29x4a,The Best Portable Fans for Summer 2026: A Specialist's Guide,sec2,section_product_link,internal,,Cable Organizer Zip Tie Mounts,/products/50-100pcs-zip-tie-mounts-durable-clip-clamp-wall-holder-base-1005007359173412,,0
sandcart:cmrm81uob000004kw5zy29x4a:sec3:pl,sandcart,cmrm81uob000004kw5zy29x4a,The Best Portable Fans for Summer 2026: A Specialist's Guide,sec3,section_product_link,internal,,Diamond Nail Drill Bit for Manicures,/products/electric-manicure-drills-cone-diamond-nail-drill-bit-rotary--1005004072471536,,0
sandcart:cmrm81uob000004kw5zy29x4a:sec4:pl,sandcart,cmrm81uob000004kw5zy29x4a,The Best Portable Fans for Summer 2026: A Specialist's Guide,sec4,section_product_link,internal,,5-Layer KN95 FFP2 Face Masks,/products/10-200pcs-mascarillas-fpp2-black-kn95-ce-certified-ffp2-face-1005005358876332,,0
sandcart:cms2tlwg7000104l4x03dssd4:sec0:pl,sandcart,cms2tlwg7000104l4x03dssd4,Top 5 Essential Travel Accessories for 2026: Our Expert Picks,sec0,section_product_link,internal,,USB C to USB 3.0 OTG Adapter Cable 25cm,/products/new-25cm-usb-3-1-type-c-to-usb-3-0-female-a-female-otg-on-th,,0
sandcart:cms2tlwg7000104l4x03dssd4:sec1:pl,sandcart,cms2tlwg7000104l4x03dssd4,Top 5 Essential Travel Accessories for 2026: Our Expert Picks,sec1,section_product_link,internal,,Minnie Mouse Cable Protector & Winder,/products/cartoon-minnie-mouse-cable-protector-suitable-for-iphone-16-,,0
sandcart:cms2tlwg7000104l4x03dssd4:sec2:pl,sandcart,cms2tlwg7000104l4x03dssd4,Top 5 Essential Travel Accessories for 2026: Our Expert Picks,sec2,section_product_link,internal,,Shockproof iPhone Case,/products/phone-case-for-iphone-15-pro-case-for-iphone-11-13-14-17-12--1005005513808233,,0
sandcart:cms2tlwg7000104l4x03dssd4:sec3:pl,sandcart,cms2tlwg7000104l4x03dssd4,Top 5 Essential Travel Accessories for 2026: Our Expert Picks,sec3,section_product_link,internal,,Diamond Nail Drill Bit for Cuticle Removal,/products/electric-manicure-drills-cone-diamond-nail-drill-bit-rotary--1005004072471536,,0
sandcart:cms2tlwg7000104l4x03dssd4:sec4:pl,sandcart,cms2tlwg7000104l4x03dssd4,Top 5 Essential Travel Accessories for 2026: Our Expert Picks,sec4,section_product_link,internal,,Warm Dog Sweater for Small Breeds,/products/autumn-winter-warm-pet-dog-clothes-for-small-dogs-york-terri-,,0
sandcart:cmsctmpat000004l8paro5ukn:sec0:pl,sandcart,cmsctmpat000004l8paro5ukn,Best Back-to-School 2026: Essential Tech & Accessories for Students,sec0,section_product_link,internal,,Baseus EP10 Pro ANC Earbuds for Focused Study,/products/baseus-ep10-pro-anc-earbuds-wireless-bluetooth-6-0-earphones-1005008870372901,,0
sandcart:cmsctmpat000004l8paro5ukn:sec1:pl,sandcart,cmsctmpat000004l8paro5ukn,Best Back-to-School 2026: Essential Tech & Accessories for Students,sec1,section_product_link,internal,,USB Rechargeable Headlamp for Late-Night Study,/products/cob-led-headlamp-induction-head-lamp-built-in-battery-usb-re-1005007255182152,,0
sandcart:cmsctmpat000004l8paro5ukn:sec2:pl,sandcart,cmsctmpat000004l8paro5ukn,Best Back-to-School 2026: Essential Tech & Accessories for Students,sec2,section_product_link,internal,,Durable Cable Protection for Student Devices,/products/cartoon-minnie-mouse-cable-protector-suitable-for-iphone-16--1005011879307584,,0
sandcart:cmsctmpat000004l8paro5ukn:sec3:pl,sandcart,cmsctmpat000004l8paro5ukn,Best Back-to-School 2026: Essential Tech & Accessories for Students,sec3,section_product_link,internal,,Shockproof iPhone Case for Campus Protection,/products/phone-case-for-iphone-15-pro-case-for-iphone-11-13-14-17-12--1005005513808233,,0
sandcart:cmsctmpat000004l8paro5ukn:sec4:pl,sandcart,cmsctmpat000004l8paro5ukn,Best Back-to-School 2026: Essential Tech & Accessories for Students,sec4,section_product_link,internal,,Precision Nail Care Tool for Personal Grooming,/products/electric-manicure-drills-cone-diamond-nail-drill-bit-rotary--1005004072471536,,0
sandcart:cmsctnrlk000104l8kamw3gu4:sec0:pl,sandcart,cmsctnrlk000104l8kamw3gu4,Best Dorm Essentials: Top Picks for College Life in 2026,sec0,section_product_link,internal,,Baseus EP10 Pro ANC Earbuds,/products/baseus-ep10-pro-anc-earbuds-wireless-bluetooth-6-0-earphones-1005008870372901,,0
sandcart:cmsctnrlk000104l8kamw3gu4:sec1:pl,sandcart,cmsctnrlk000104l8kamw3gu4,Best Dorm Essentials: Top Picks for College Life in 2026,sec1,section_product_link,internal,,USB Rechargeable Headlamp,/products/cob-led-headlamp-induction-head-lamp-built-in-battery-usb-re-1005007255182152,,0
sandcart:cmsctnrlk000104l8kamw3gu4:sec2:pl,sandcart,cmsctnrlk000104l8kamw3gu4,Best Dorm Essentials: Top Picks for College Life in 2026,sec2,section_product_link,internal,,Shockproof iPhone Case,/products/phone-case-for-iphone-15-pro-case-for-iphone-11-13-14-17-12--1005005513808233,,0
sandcart:cmsctnrlk000104l8kamw3gu4:sec3:pl,sandcart,cmsctnrlk000104l8kamw3gu4,Best Dorm Essentials: Top Picks for College Life in 2026,sec3,section_product_link,internal,,iPhone Cable Protector,/products/cartoon-minnie-mouse-cable-protector-suitable-for-iphone-16--1005011879307584,,0
sandcart:cmsctnrlk000104l8kamw3gu4:sec4:pl,sandcart,cmsctnrlk000104l8kamw3gu4,Best Dorm Essentials: Top Picks for College Life in 2026,sec4,section_product_link,internal,,Diamond Nail Drill Bit,/products/electric-manicure-drills-cone-diamond-nail-drill-bit-rotary--1005004072471536,,0
sandcart:cmsh3y2ik000004jppqnyh6w5:sec0:pl,sandcart,cmsh3y2ik000004jppqnyh6w5,Top Laptop Accessories for 2026: Travel-Ready Gear,sec0,section_product_link,internal,,Hands-Free USB Rechargeable Headlamp,/products/cob-led-headlamp-induction-head-lamp-built-in-battery-usb-re-1005007255182152,,0
sandcart:cmsh3y2ik000004jppqnyh6w5:sec1:pl,sandcart,cmsh3y2ik000004jppqnyh6w5,Top Laptop Accessories for 2026: Travel-Ready Gear,sec1,section_product_link,internal,,Durable Cable Protection and Winder,/products/cartoon-minnie-mouse-cable-protector-suitable-for-iphone-16--1005011879307584,,0
sandcart:cmsh3y2ik000004jppqnyh6w5:sec2:pl,sandcart,cmsh3y2ik000004jppqnyh6w5,Top Laptop Accessories for 2026: Travel-Ready Gear,sec2,section_product_link,internal,,50dB Active Noise Cancelling Earbuds,/products/baseus-ep10-pro-anc-earbuds-wireless-bluetooth-6-0-earphones-1005008870372901,,0
sandcart:cms73vonw000004kydao1zwu8:sec0:pl,sandcart,cms73vonw000004kydao1zwu8,David Torres' 2026 Guide: Top Sports Outdoors Gear Tested,sec0,section_product_link,internal,,COB LED Headlamp with Motion Sensor,/products/cob-led-headlamp-induction-head-lamp-built-in-battery-usb-re-1005007255182152,,0
sandcart:cms73vonw000004kydao1zwu8:sec1:pl,sandcart,cms73vonw000004kydao1zwu8,David Torres' 2026 Guide: Top Sports Outdoors Gear Tested,sec1,section_product_link,internal,,Auto-Start Gyro Ball for Grip Strength,/products/wrist-power-hand-ball-auto-start-grip-ball-strengthener-gyro-1005009940211345,,0
sandcart:cmsmtr3s8000004l5mguou50s:sec0:pl,sandcart,cmsmtr3s8000004l5mguou50s,Best Home & Living Essentials 2026: Our Top Picks Tested,sec0,section_product_link,internal,,Laguiole Stainless Steel Butter Knives,/products/3-10pc-laguiole-butter-knives-cheese-spreader-jam-spatula-st-1005003474613652,,0
sandcart:cmsmtr3s8000004l5mguou50s:sec1:pl,sandcart,cmsmtr3s8000004l5mguou50s,Best Home & Living Essentials 2026: Our Top Picks Tested,sec1,section_product_link,internal,,Double-Wall Insulated Coffee Mug,/products/worthbuy-304-stainless-steel-double-wall-insulated-coffee-cu-1005010017060965,,0
sandcart:cmsmtr3s8000004l5mguou50s:sec2:pl,sandcart,cmsmtr3s8000004l5mguou50s,Best Home & Living Essentials 2026: Our Top Picks Tested,sec2,section_product_link,internal,,Breakaway Cat Collar with Bow Tie,/products/pet-breakaway-cat-collar-bow-tie-and-bell-cute-plaid-christm-1005003444569999,,0
sandcart:cmsmtr3s8000004l5mguou50s:sec3:pl,sandcart,cmsmtr3s8000004l5mguou50s,Best Home & Living Essentials 2026: Our Top Picks Tested,sec3,section_product_link,internal,,Warm Sweater for Small Dogs,/products/autumn-winter-warm-pet-dog-clothes-for-small-dogs-york-terri-1005001798935741,,0
sandcart:cmsmtr3s8000004l5mguou50s:sec4:pl,sandcart,cmsmtr3s8000004l5mguou50s,Best Home & Living Essentials 2026: Our Top Picks Tested,sec4,section_product_link,internal,,Waterproof Solar Garden Spotlight,/products/multifunctional-solar-lamp-outdoor-garden-decoration-solar-l-1005007551320745,,0
sandcart:cmsr41k7r000004jjwnn0qypu:sec0:pl,sandcart,cmsr41k7r000004jjwnn0qypu,Top Beauty & Health Picks for 2026: Expert Analysis,sec0,section_product_link,internal,,Affordable Heatless Hair Curlers,/products/28pcs-set-hair-roller-sets-18pcs-plastic-self-grip-hair-curl-1005007649600119,,0
sandcart:cmsr41k7r000004jjwnn0qypu:sec1:pl,sandcart,cmsr41k7r000004jjwnn0qypu,Top Beauty & Health Picks for 2026: Expert Analysis,sec1,section_product_link,internal,,VG10 Steel Salon Shears,/products/titan-professional-6-inch-hair-cut-scissors-cutting-salon-sc-1005004762039252,,0
sandcart:cmsr41k7r000004jjwnn0qypu:sec2:pl,sandcart,cmsr41k7r000004jjwnn0qypu,Top Beauty & Health Picks for 2026: Expert Analysis,sec2,section_product_link,internal,,Diamond Nail Drill Bit for Cuticles,/products/electric-manicure-drills-cone-diamond-nail-drill-bit-rotary--1005004072471536,,0
sandcart:cmsr41k7r000004jjwnn0qypu:sec3:pl,sandcart,cmsr41k7r000004jjwnn0qypu,Top Beauty & Health Picks for 2026: Expert Analysis,sec3,section_product_link,internal,,Handheld Massage Roller Stick,/products/massage-stick-portable-roller-handheld-deep-tissue-foam-roll-1005010187758781,,0
sandcart:cmrstltun000104ie3hkfrhkf:sec0:pl,sandcart,cmrstltun000104ie3hkfrhkf,Best Accessories 2026: Essential Gear for Everyday and Travel,sec0,section_product_link,internal,,USB Rechargeable Headlamp with Motion Sensor,/products/cob-led-headlamp-induction-head-lamp-built-in-battery-usb-re-1005007255182152,,0
sandcart:cmrstltun000104ie3hkfrhkf:sec1:pl,sandcart,cmrstltun000104ie3hkfrhkf,Best Accessories 2026: Essential Gear for Everyday and Travel,sec1,section_product_link,internal,,Slim & Shockproof iPhone Case,/products/soft-transparent-phone-case-for-iphone-11-12-13-14-15-16-pro-1005008536059868,,0
sandcart:cmrstltun000104ie3hkfrhkf:sec2:pl,sandcart,cmrstltun000104ie3hkfrhkf,Best Accessories 2026: Essential Gear for Everyday and Travel,sec2,section_product_link,internal,,Android Item Tracker with Google Find My,/products/navigation-tracker-for-android-phones-work-with-google-find--1005008853205957,,0
sandcart:cmrstltun000104ie3hkfrhkf:sec3:pl,sandcart,cmrstltun000104ie3hkfrhkf,Best Accessories 2026: Essential Gear for Everyday and Travel,sec3,section_product_link,internal,,Large Leather Desk Pad for Protection,/products/large-mouse-pad-office-desk-mat-leather-desk-pad-protector-n-1005007082286046,,0
sandcart:cmrstltun000104ie3hkfrhkf:sec4:pl,sandcart,cmrstltun000104ie3hkfrhkf,Best Accessories 2026: Essential Gear for Everyday and Travel,sec4,section_product_link,internal,,USB-C Cabinet Light with Motion Sensor,/products/led-cabinet-light-usb-type-c-rechargeable-motion-sensor-led--1005006736514561,,0
sandcart:cmt6twfx5000204l5fa8s66hx:sec0:pl,sandcart,cmt6twfx5000204l5fa8s66hx,Best Accessories for Palworld Players in 2026: Gear Up Your Adventures,sec0,section_product_link,internal,,Hands-Free Motion Sensor Headlamp,/products/cob-led-headlamp-induction-head-lamp-built-in-battery-usb-re-1005007255182152,,0
sandcart:cmt6twfx5000204l5fa8s66hx:sec1:pl,sandcart,cmt6twfx5000204l5fa8s66hx,Best Accessories for Palworld Players in 2026: Gear Up Your Adventures,sec1,section_product_link,internal,,Slim Shockproof iPhone Protection,/products/soft-transparent-phone-case-for-iphone-11-12-13-14-15-16-pro-1005008536059868,,0
sandcart:cmt6twfx5000204l5fa8s66hx:sec2:pl,sandcart,cmt6twfx5000204l5fa8s66hx,Best Accessories for Palworld Players in 2026: Gear Up Your Adventures,sec2,section_product_link,internal,,Google Find My Device Compatible Tracker,/products/navigation-tracker-for-android-phones-work-with-google-find--1005008853205957,,0
sandcart:cmt6twfx5000204l5fa8s66hx:sec3:pl,sandcart,cmt6twfx5000204l5fa8s66hx,Best Accessories for Palworld Players in 2026: Gear Up Your Adventures,sec3,section_product_link,internal,,Large Non-Slip Leather Desk Protector,/products/large-mouse-pad-office-desk-mat-leather-desk-pad-protector-n-1005007082286046,,0
sandcart:cmt6twfx5000204l5fa8s66hx:sec4:pl,sandcart,cmt6twfx5000204l5fa8s66hx,Best Accessories for Palworld Players in 2026: Gear Up Your Adventures,sec4,section_product_link,internal,,USB-C Rechargeable Motion-Activated LED,/products/led-cabinet-light-usb-type-c-rechargeable-motion-sensor-led--1005006736514561,,0
sandcart:cmtb48mxs000204l7330bbnet:sec0:pl,sandcart,cmtb48mxs000204l7330bbnet,Top Cooling Fans Under $80 for Optimal Performance in 2026,sec0,section_product_link,internal,,"Foldable, Silent Neck Fan",/products/new-portable-neck-fan-foldable-mini-usb-fan-rechargeable-160-1005006612005297,,0
sandcart:cmtb48mxs000204l7330bbnet:sec1:pl,sandcart,cmtb48mxs000204l7330bbnet,Top Cooling Fans Under $80 for Optimal Performance in 2026,sec1,section_product_link,internal,,Compact USB Desktop Fan,/products/usb-small-electric-fan-home-dormitory-office-desktop-high-wi-1005007469140890,,0
sandcart:cmtb48mxs000204l7330bbnet:sec2:pl,sandcart,cmtb48mxs000204l7330bbnet,Top Cooling Fans Under $80 for Optimal Performance in 2026,sec2,section_product_link,internal,,High-Speed Handheld Fan with 100 Speeds,/products/portable-high-speed-cooling-handheld-fan-3600mah-rechargeabl-1005011921630288,,0
sandcart:cmtb48mxs000204l7330bbnet:sec3:pl,sandcart,cmtb48mxs000204l7330bbnet,Top Cooling Fans Under $80 for Optimal Performance in 2026,sec3,section_product_link,internal,,High-RPM 120mm PC Fan,/products/120mm-3000rpm-fan-cooling-with-controller-12cm-12v-220v-btc--1005007541836475,,0
sandcart:cms73wos0000104kyxjsyn3f0:sec0:pl,sandcart,cms73wos0000104kyxjsyn3f0,2026: Top Sports & Outdoors Gear - Essential Headlamp vs. Grip Trainer,sec0,section_product_link,internal,,USB Rechargeable COB LED Headlamp,/products/cob-led-headlamp-induction-head-lamp-built-in-battery-usb-re-1005007255182152,,0
sandcart:cms73wos0000104kyxjsyn3f0:sec1:pl,sandcart,cms73wos0000104kyxjsyn3f0,2026: Top Sports & Outdoors Gear - Essential Headlamp vs. Grip Trainer,sec1,section_product_link,internal,,Auto-Start Gyro Ball Grip Trainer,/products/wrist-power-hand-ball-auto-start-grip-ball-strengthener-gyro-1005009940211345,,0
sandcart:cmtb47msb000104l78zu1nza6:sec0:pl,sandcart,cmtb47msb000104l78zu1nza6,Best Ice Makers Under $80: 2026 Buying Guide,sec0,section_product_link,internal,,DIY Rolled Ice Cream Maker,/products/multifunctional-rolled-ice-cream-maker-cold-sweet-fried-ice--1005010146477649,,0
sandcart:cmtb47msb000104l78zu1nza6:sec1:pl,sandcart,cmtb47msb000104l78zu1nza6,Best Ice Makers Under $80: 2026 Buying Guide,sec1,section_product_link,internal,,Facial Ice Roller Massager,/products/ice-roller-for-face-and-eye-ice-cube-roller-massager-for-ski-1005006713726599,,0
sandcart:cmtb47msb000104l78zu1nza6:sec2:pl,sandcart,cmtb47msb000104l78zu1nza6,Best Ice Makers Under $80: 2026 Buying Guide,sec2,section_product_link,internal,,Adjustable LED Desk Lamp,/products/led-desk-lamp-with-clamp-5-10w-adjustable-swing-arm-3-lighti-1005010144794695,,0
sandcart:cmtb47msb000104l78zu1nza6:sec3:pl,sandcart,cmtb47msb000104l78zu1nza6,Best Ice Makers Under $80: 2026 Buying Guide,sec3,section_product_link,internal,,Large Capacity Insulated Tumbler,/products/2l-67-63oz-large-capacity-stainless-steel-insulated-tumbler--1005009426572981,,0
sandcart:cmtb47msb000104l78zu1nza6:sec4:pl,sandcart,cmtb47msb000104l78zu1nza6,Best Ice Makers Under $80: 2026 Buying Guide,sec4,section_product_link,internal,,Facial V Face Massager,/products/rechargeable-v-face-massager-portable-facial-massage-device--1005007243428026,,0
sandcart:cmtgtyrpx000104jv5087wu57:sec0:pl,sandcart,cmtgtyrpx000104jv5087wu57,Best School Bags Under $80: Focused Analysis for 2026,sec0,section_product_link,internal,,Economical Casual Shoulder Bagpack,/products/school-bags-casual-shoulder-bagpack-travel-teenage-men-s-wom-1005005952570910,,0
sandcart:cmtgtzpap000204jvgbxevriu:sec0:pl,sandcart,cmtgtzpap000204jvgbxevriu,Best Stationery Under $80: Top Picks for 2026,sec0,section_product_link,internal,,Large Capacity Wooden Desk Organizer,/products/wooden-desk-organiser-diy-desktop-tidy-pen-holder-large-capa-1005008464452051,,0
sandcart:cmtgtzpap000204jvgbxevriu:sec1:pl,sandcart,cmtgtzpap000204jvgbxevriu,Best Stationery Under $80: Top Picks for 2026,sec1,section_product_link,internal,,Versatile Metal Desk Storage Basket,/products/desktop-storage-basket-ins-metal-sundries-organizer-basket-p-1005007376661799,,0
